,location,City,State,B01001_001,B19013_001,B01001A_001,B01001B_001,B15002_003,B15002_004,B15002_005,B15002_006,B15002_007,B15002_008,B15002_009,B15002_010,B15002_011,B15002_012,B15002_013,B15002_014,B15002_015,B15002_016,B15002_017,B15002_018,Agency,State_y,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
4,"Jacksonville, FL, USA",Jacksonville,FL,817602.0,49192.0,496761.0,249577.0,2733.0,1217.0,2306.0,4129.0,4334.0,7011.0,6938.0,4717.0,77245.0,18022.0,40539.0,21313.0,41399.0,12087.0,5099.0,2622.0,Jacksonville,FL,12,840660.0,5189.0,93,341.0,1371,3384,34674.0,7632,25403.0,1639,617.3,11.1,40.6,163.1,402.5,4124.6,907.9,3021.8,195.0
37,"Columbus, OH, USA",Columbus,OH,779573.0,43348.0,490453.0,216409.0,2526.0,1051.0,1755.0,3329.0,3709.0,5050.0,7261.0,4315.0,64223.0,14083.0,34924.0,13887.0,53101.0,16320.0,5593.0,3722.0,Columbus Police Dept,OH,7,797384.0,2341.0,32,255.0,1473,581,18713.0,6846,10232.0,1635,,,,,,,,,
53,"Seattle, WA, USA",Seattle,WA,603174.0,61856.0,425715.0,46734.0,2313.0,761.0,1827.0,2109.0,1653.0,1981.0,2513.0,3527.0,27124.0,9879.0,29377.0,14230.0,72131.0,29340.0,11291.0,8072.0,Seattle Police Dept,WA,12,626865.0,3746.0,23,119.0,1421,2183,31931.0,6523,21852.0,3556,597.6,3.7,19.0,226.7,348.2,5093.8,1040.6,3485.9,567.3
41,"Oklahoma City, OK, USA",Oklahoma City,OK,572742.0,44973.0,379436.0,83022.0,2203.0,2035.0,5008.0,3526.0,3723.0,4139.0,4945.0,3084.0,45554.0,11490.0,32308.0,9465.0,33551.0,10434.0,5004.0,2107.0,Oklahoma City Police Dept,OK,12,595607.0,5474.0,85,389.0,1209,3791,35390.0,9854,21162.0,4374,919.1,14.3,65.3,203.0,636.5,5941.8,1654.4,3553.0,734.4
8,"Atlanta, GA, USA",Atlanta,GA,419250.0,45946.0,163060.0,226917.0,1544.0,757.0,1364.0,1925.0,1610.0,3271.0,4100.0,2075.0,29217.0,3860.0,16854.0,4933.0,38521.0,15497.0,7338.0,3036.0,Atlanta Police Dept,GA,12,437041.0,6027.0,83,113.0,2276,3555,28554.0,6192,17212.0,5150,1379.0,19.0,25.9,520.8,813.4,6533.5,1416.8,3938.3,1178.4
36,"Cleveland, OH, USA",Cleveland,OH,403163.0,27470.0,165270.0,212121.0,1908.0,963.0,1175.0,2994.0,3860.0,6026.0,8541.0,3757.0,43254.0,7409.0,18391.0,6489.0,10676.0,3713.0,1440.0,685.0,Cleveland,OH,12,393781.0,5449.0,84,363.0,3252,1750,24309.0,9740,10808.0,3761,1383.8,21.3,92.2,825.8,444.4,6173.2,2473.5,2744.7,955.1
6,"Miami, FL, USA",Miami,FL,396069.0,30270.0,291795.0,81693.0,3042.0,5397.0,12673.0,5247.0,4533.0,3674.0,3811.0,6023.0,39454.0,3728.0,10664.0,8413.0,18073.0,6706.0,4396.0,1734.0,Miami Police Dept,FL,12,414327.0,4856.0,69,65.0,2096,2626,22271.0,4255,15305.0,2711,1172.0,16.7,15.7,505.9,633.8,5375.2,1027.0,3693.9,654.3
110,"Raleigh, NC, USA",Raleigh,NC,395091.0,52819.0,236068.0,117292.0,724.0,741.0,3065.0,1251.0,1844.0,1807.0,1627.0,1032.0,19126.0,5313.0,16286.0,7419.0,36949.0,12276.0,3920.0,3311.0,Raleigh Police Dept,NC,12,420594.0,1780.0,17,113.0,665,985,13779.0,3036,9812.0,931,423.2,4.0,26.9,158.1,234.2,3276.1,721.8,2332.9,221.4
44,"Tulsa, OK, USA",Tulsa,OK,390704.0,40268.0,262955.0,59595.0,1384.0,943.0,3070.0,2040.0,2642.0,2723.0,3119.0,2004.0,30346.0,7495.0,18322.0,8402.0,23625.0,6993.0,4502.0,1803.0,Tulsa Police Dept,OK,12,398904.0,3949.0,42,316.0,1062,2529,20807.0,6235,12162.0,2410,990.0,10.5,79.2,266.2,634.0,5216.0,1563.0,3048.9,604.2
25,"Wichita, KS, USA",Wichita,KS,377906.0,45625.0,276718.0,41018.0,996.0,775.0,1963.0,2153.0,2313.0,2499.0,2934.0,2105.0,31624.0,8963.0,19859.0,6444.0,22461.0,7177.0,2496.0,1535.0,Wichita Police Dept,KS,12,386409.0,2869.0,23,228.0,495,2123,21070.0,3919,15331.0,1820,742.5,6.0,59.0,128.1,549.4,5452.8,1014.2,3967.6,471.0
30,"New Orleans, LA, USA",New Orleans,LA,321409.0,37325.0,107536.0,193128.0,1434.0,688.0,1601.0,2633.0,2049.0,2974.0,4065.0,1959.0,27038.0,3930.0,17052.0,3484.0,18006.0,6769.0,5302.0,2519.0,New Orleans Police Dept,LA,12,362874.0,2958.0,193,136.0,1065,1564,13689.0,3423,8051.0,2215,815.2,53.2,37.5,293.5,431.0,3772.4,943.3,2218.7,610.4
35,"Cincinnati, OH, USA",Cincinnati,OH,298446.0,34104.0,151187.0,131321.0,957.0,656.0,805.0,1405.0,2066.0,2991.0,3344.0,1876.0,24893.0,4119.0,12347.0,4814.0,16521.0,6908.0,2967.0,1805.0,Cincinnati Police Dept,OH,12,296204.0,2887.0,46,188.0,1725,928,18173.0,5483,11590.0,1100,974.7,15.5,63.5,582.4,313.3,6135.3,1851.1,3912.8,371.4
153,"Greensboro, NC, USA",Greensboro,NC,267095.0,41973.0,134974.0,106697.0,1142.0,506.0,1054.0,1305.0,1375.0,2022.0,1923.0,1386.0,19033.0,3841.0,12448.0,4211.0,17859.0,5598.0,1983.0,1526.0,Greensboro Police Dept,NC,12,276134.0,1555.0,21,70.0,556,908,12064.0,3345,8153.0,566,563.1,7.6,25.4,201.4,328.8,4368.9,1211.4,2952.6,205.0
80,"Buffalo, NY, USA",Buffalo,NY,263914.0,30230.0,136914.0,100108.0,855.0,516.0,1040.0,1962.0,1484.0,2690.0,3065.0,2256.0,22152.0,4487.0,11345.0,5677.0,10090.0,4734.0,2048.0,932.0,Buffalo Police Dept,NY,12,262434.0,3382.0,48,138.0,1388,1808,13454.0,3976,8371.0,1107,1288.7,18.3,52.6,528.9,688.9,5126.6,1515.0,3189.8,421.8
19,"Fort Wayne, IN, USA",Fort Wayne,IN,254228.0,44597.0,190885.0,39489.0,583.0,274.0,1225.0,1252.0,1164.0,1620.0,1440.0,1487.0,22837.0,5471.0,11797.0,5953.0,14396.0,3973.0,1366.0,814.0,Fort Wayne Police Dept,IN,12,256625.0,931.0,22,93.0,447,369,9515.0,2025,7073.0,417,362.8,8.6,36.2,174.2,143.8,3707.7,789.1,2756.2,162.5
172,"Jersey City, NJ, USA",Jersey City,NJ,245226.0,57520.0,84697.0,64582.0,1036.0,556.0,1901.0,2033.0,1024.0,1448.0,2007.0,2003.0,18650.0,2439.0,10019.0,2961.0,22182.0,10407.0,2238.0,1333.0,Jersey City Police Dept,NJ,12,251554.0,1847.0,11,45.0,880,911,5479.0,1426,3291.0,762,734.2,4.4,17.9,349.8,362.1,2178.1,566.9,1308.3,302.9
26,"Baton Rouge, LA, USA",Baton Rouge,LA,229169.0,37381.0,92825.0,123128.0,627.0,342.0,761.0,1511.0,905.0,1883.0,2648.0,1519.0,16026.0,2597.0,10063.0,2119.0,11692.0,4272.0,2157.0,2220.0,Baton Rouge Police Dept,LA,12,231500.0,2507.0,66,64.0,1033,1344,12059.0,3826,7751.0,482,1082.9,28.5,27.6,446.2,580.6,5209.1,1652.7,3348.2,208.2
121,"Winston-Salem, NC, USA",Winston-Salem,NC,227691.0,41228.0,123100.0,79247.0,966.0,837.0,1394.0,1203.0,1814.0,1675.0,1735.0,1079.0,17721.0,2812.0,9550.0,3906.0,12858.0,4433.0,2199.0,1433.0,Winston-Salem Police Dept,NC,12,234687.0,1556.0,6,74.0,428,1048,13701.0,4529,8490.0,682,663.0,2.6,31.5,182.4,446.6,5838.0,1929.8,3617.6,290.6
179,"Hialeah, FL, USA",Hialeah,FL,225160.0,31096.0,209386.0,4851.0,1894.0,2090.0,5828.0,3974.0,3401.0,2057.0,1309.0,3747.0,27329.0,2369.0,7427.0,5191.0,7584.0,1671.0,1135.0,170.0,Hialeah Police Dept,FL,12,233107.0,810.0,4,40.0,260,506,7194.0,1048,5409.0,737,347.5,1.7,17.2,111.5,217.1,3086.1,449.6,2320.4,316.2
78,"Durham, NC, USA",Durham,NC,224930.0,47394.0,98513.0,90279.0,687.0,924.0,1938.0,1044.0,1414.0,1759.0,1447.0,960.0,11795.0,2493.0,8200.0,3583.0,15875.0,7038.0,2611.0,3600.0,Durham Police Dept,NC,12,235563.0,1710.0,21,63.0,615,1011,10279.0,3284,6291.0,704,725.9,8.9,26.7,261.1,429.2,4363.6,1394.1,2670.6,298.9
54,"Spokane, WA, USA",Spokane,WA,208040.0,41466.0,181475.0,4955.0,517.0,151.0,204.0,488.0,713.0,992.0,1322.0,1195.0,16218.0,5311.0,11438.0,7042.0,11985.0,4696.0,1773.0,1087.0,Spokane Police Dept,WA,12,212163.0,1369.0,13,81.0,537,738,18522.0,3827,12600.0,2095,645.3,6.1,38.2,253.1,347.8,8730.1,1803.8,5938.8,987.4
15,"Boise, ID, USA",Boise,ID,207560.0,49516.0,188441.0,2850.0,412.0,190.0,333.0,536.0,483.0,756.0,766.0,1090.0,14415.0,4691.0,12252.0,4887.0,16511.0,6459.0,2267.0,1401.0,Boise Police Dept,ID,12,211569.0,567.0,1,75.0,64,427,5342.0,913,4272.0,157,268.0,0.5,35.4,30.3,201.8,2524.9,431.5,2019.2,74.2
181,"Fayetteville, NC, USA",Fayetteville,NC,200105.0,44266.0,93699.0,81351.0,454.0,233.0,350.0,617.0,760.0,960.0,844.0,474.0,14432.0,4504.0,11849.0,6228.0,8255.0,2761.0,1472.0,585.0,Fayetteville Police Dept,NC,12,205966.0,1186.0,22,70.0,560,534,13163.0,4109,8298.0,756,575.8,10.7,34.0,271.9,259.3,6390.9,1995.0,4028.8,367.1
55,"Tacoma, WA, USA",Tacoma,WA,199449.0,49232.0,134879.0,22103.0,747.0,392.0,855.0,656.0,1063.0,1130.0,1648.0,1243.0,19192.0,4793.0,10477.0,5222.0,9433.0,3257.0,1518.0,927.0,Tacoma Police Dept,WA,12,202646.0,1615.0,12,93.0,486,1024,12866.0,2965,7995.0,1906,797.0,5.9,45.9,239.8,505.3,6349.0,1463.1,3945.3,940.6
31,"Shreveport, LA, USA",Shreveport,LA,198886.0,36803.0,82273.0,107989.0,500.0,217.0,652.0,870.0,929.0,1548.0,2508.0,1404.0,19303.0,2932.0,9694.0,2750.0,8923.0,2909.0,1933.0,783.0,Shreveport Police Dept,LA,12,202164.0,1550.0,17,92.0,433,1008,9862.0,2425,6973.0,464,766.7,8.4,45.5,214.2,498.6,4878.2,1199.5,3449.2,229.5
10,"Columbus, GA, USA",Columbus,GA,188548.0,41088.0,88711.0,85164.0,567.0,395.0,716.0,1084.0,1094.0,1648.0,1748.0,1150.0,15286.0,3599.0,10261.0,3499.0,7461.0,2655.0,1231.0,620.0,Columbus Police Dept,GA,12,196178.0,994.0,17,31.0,423,523,11266.0,2709,7711.0,846,506.7,8.7,15.8,215.6,266.6,5742.7,1380.9,3930.6,431.2
58,"Jackson, MS, USA",Jackson,MS,174774.0,34567.0,33783.0,138031.0,572.0,327.0,480.0,1078.0,1157.0,1980.0,1841.0,1443.0,13730.0,1691.0,8323.0,2167.0,6400.0,2433.0,1952.0,731.0,Jackson Police Dept,MS,12,13964.0,27.0,0,2.0,0,25,338.0,69,257.0,12,193.4,0.0,14.3,0.0,179.0,2420.5,494.1,1840.4,85.9
59,"Jackson, MS, USA",Jackson,MS,174774.0,34567.0,33783.0,138031.0,572.0,327.0,480.0,1078.0,1157.0,1980.0,1841.0,1443.0,13730.0,1691.0,8323.0,2167.0,6400.0,2433.0,1952.0,731.0,Jackson Police Dept,MS,12,175939.0,1668.0,63,135.0,799,671,11568.0,4124,6308.0,1136,948.1,35.8,76.7,454.1,381.4,6575.0,2344.0,3585.3,645.7
2,"Fort Lauderdale, FL, USA",Fort Lauderdale,FL,166712.0,50648.0,103074.0,52315.0,950.0,1084.0,1565.0,976.0,1281.0,1464.0,1669.0,1599.0,15682.0,3199.0,9374.0,4134.0,14269.0,4702.0,3161.0,1125.0,Fort Lauderdale Police Dept,FL,12,170827.0,1543.0,16,48.0,835,644,9960.0,2951,6419.0,590,903.3,9.4,28.1,488.8,377.0,5830.5,1727.5,3757.6,345.4
259,"Vancouver, WA, USA",Vancouver,WA,161606.0,50387.0,133686.0,5262.0,301.0,170.0,724.0,648.0,608.0,1434.0,1064.0,1176.0,13036.0,4466.0,9904.0,4657.0,8569.0,3040.0,842.0,598.0,Vancouver Police Dept,WA,12,166375.0,592.0,5,72.0,172,343,6478.0,1044,4343.0,1091,355.8,3.0,43.3,103.4,206.2,3893.6,627.5,2610.4,655.7
213,"Springfield, MO, USA",Springfield,MO,159621.0,33771.0,143356.0,5866.0,365.0,120.0,195.0,794.0,926.0,1652.0,1396.0,816.0,14691.0,3283.0,8633.0,2728.0,8067.0,2550.0,1209.0,825.0,Springfield Police Dept,MO,12,5238.0,23.0,0,1.0,3,19,124.0,28,87.0,9,439.1,0.0,19.1,57.3,362.7,2367.3,534.6,1660.9,171.8
214,"Springfield, MO, USA",Springfield,MO,159621.0,33771.0,143356.0,5866.0,365.0,120.0,195.0,794.0,926.0,1652.0,1396.0,816.0,14691.0,3283.0,8633.0,2728.0,8067.0,2550.0,1209.0,825.0,Springfield Police Dept,MO,12,2152.0,,0,,0,0,0.0,0,0.0,0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
113,"Cape Coral, FL, USA",Cape Coral,FL,152817.0,51407.0,140135.0,4918.0,408.0,86.0,364.0,496.0,704.0,1360.0,1299.0,1196.0,18322.0,4383.0,8632.0,3759.0,7251.0,1963.0,849.0,379.0,Cape Coral Police Dept,FL,12,159625.0,229.0,4,16.0,41,168,3521.0,860,2547.0,114,143.5,2.5,10.0,25.7,105.2,2205.8,538.8,1595.6,71.4
